date,time,home_team,away_team,home_goals,away_goals,result,year,total_goals,home_date,home_goals_for,home_goals_against,home_points,home_form_5,home_goals_for_5,home_goals_against_5,home_goal_diff_5,away_date,away_goals_for,away_goals_against,away_points,away_form_5,away_goals_for_5,away_goals_against_5,away_goal_diff_5,home_tier,away_tier,diff_tier,diff_form_5,diff_goals_for_5,diff_goals_against_5
2022-04-07,01:05:00,Santos Laguna,Monterrey,4.0,3.0,H,2022,7.0,2022-04-07,4.0,3.0,3,2.0,2.4,1.0,1.4,2022-04-07,3.0,4.0,0,0.8,0.6,1.0,-0.4,1,1,0,1.2,1.7999999999999998,0.0
2022-04-08,02:00:00,Juárez,Atlético de San Luis,1.0,1.0,D,2022,2.0,2022-04-08,1.0,1.0,1,0.2,0.8,2.0,-1.2,2022-04-08,1.0,1.0,1,1.4,1.6,1.4,0.20000000000000018,3,3,0,-1.2,-0.8,0.6000000000000001
2022-04-09,23:30:00,Toluca FC,Guadalajara,0.0,0.0,D,2022,0.0,2022-04-09,0.0,0.0,1,1.0,0.8,1.8,-1.0,2022-04-09,0.0,0.0,1,0.6,1.2,1.6,-0.40000000000000013,1,1,0,0.4,-0.3999999999999999,0.19999999999999996
2022-04-09,03:05:00,Club América,Tigres UANL,2.0,1.0,H,2022,3.0,2022-04-09,2.0,1.0,3,1.8,0.8,0.0,0.8,2022-04-09,1.0,2.0,0,2.0,2.2,1.4,0.8000000000000003,1,1,0,-0.19999999999999996,-1.4000000000000001,-1.4
2022-04-09,01:05:00,Monterrey,Mazatlán FC,0.0,0.0,D,2022,0.0,2022-04-09,0.0,0.0,1,0.6,1.2,1.8,-0.6000000000000001,2022-04-09,0.0,0.0,1,0.2,0.6,2.2,-1.6,1,3,2,0.39999999999999997,0.6,-0.40000000000000013
2022-04-09,01:05:00,Atlas,Pumas UNAM,0.0,0.0,D,2022,0.0,2022-04-09,0.0,0.0,1,0.4,0.2,1.0,-0.8,2022-04-09,0.0,0.0,1,1.0,1.0,1.4,-0.3999999999999999,2,2,0,-0.6,-0.8,-0.3999999999999999
2022-04-14,02:05:00,Guadalajara,Monterrey,1.0,3.0,A,2022,4.0,2022-04-14,1.0,3.0,0,0.8,1.0,1.2,-0.19999999999999996,2022-04-14,3.0,1.0,3,0.8,1.2,1.6,-0.40000000000000013,1,1,0,0.0,-0.19999999999999996,-0.40000000000000013
2022-04-15,03:00:00,Atlas,Mazatlán FC,1.0,2.0,A,2022,3.0,2022-04-15,1.0,2.0,0,0.6,0.2,0.6,-0.39999999999999997,2022-04-15,2.0,1.0,3,0.4,0.6,1.8,-1.2000000000000002,2,3,1,0.19999999999999996,-0.39999999999999997,-1.2000000000000002
2022-04-16,01:00:00,Necaxa,Atlético de San Luis,4.0,2.0,H,2022,6.0,2022-04-16,4.0,2.0,3,1.4,1.4,1.2,0.19999999999999996,2022-04-16,2.0,4.0,0,1.0,1.4,1.6,-0.20000000000000018,2,3,1,0.3999999999999999,0.0,-0.40000000000000013
2022-04-16,03:00:00,Juárez,Pachuca,1.0,2.0,A,2022,3.0,2022-04-16,1.0,2.0,0,0.4,0.6,1.6,-1.0,2022-04-16,2.0,1.0,3,2.4,1.6,0.6,1.0,3,1,-2,-2.0,-1.0,1.0
2022-04-16,03:06:00,Tijuana,Club América,1.0,3.0,A,2022,4.0,2022-04-16,1.0,3.0,0,1.0,0.8,1.8,-1.0,2022-04-16,3.0,1.0,3,2.2,1.2,0.2,1.0,2,1,-1,-1.2000000000000002,-0.3999999999999999,1.6
2022-04-16,23:00:00,León,Puebla,0.0,1.0,A,2022,1.0,2022-04-16,0.0,1.0,0,1.6,1.8,1.6,0.19999999999999996,2022-04-16,1.0,0.0,3,1.0,1.6,1.8,-0.19999999999999996,1,2,1,0.6000000000000001,0.19999999999999996,-0.19999999999999996
2022-04-17,01:00:00,Santos Laguna,Querétaro,1.0,1.0,D,2022,2.0,2022-04-17,1.0,1.0,1,2.6,3.2,1.2,2.0,2022-04-17,1.0,1.0,1,1.8,1.6,1.0,0.6000000000000001,1,2,1,0.8,1.6,0.19999999999999996
2022-04-17,01:00:00,Tigres UANL,Toluca FC,3.0,0.0,H,2022,3.0,2022-04-17,3.0,0.0,3,1.4,1.8,1.4,0.40000000000000013,2022-04-17,0.0,3.0,0,1.0,0.6,1.6,-1.0,1,1,0,0.3999999999999999,1.2000000000000002,-0.20000000000000018
2022-04-17,03:00:00,Cruz Azul,Guadalajara,0.0,1.0,A,2022,1.0,2022-04-17,0.0,1.0,0,2.0,1.6,1.2,0.40000000000000013,2022-04-17,1.0,0.0,3,0.8,0.8,1.2,-0.3999999999999999,1,1,0,1.2,0.8,0.0
2022-04-17,18:00:00,Pumas UNAM,Monterrey,2.0,0.0,H,2022,2.0,2022-04-17,2.0,0.0,3,0.6,0.8,1.4,-0.5999999999999999,2022-04-17,0.0,2.0,0,1.4,1.8,1.4,0.40000000000000013,2,1,-1,-0.7999999999999999,-1.0,0.0
2022-04-20,03:00:00,Mazatlán FC,Santos Laguna,1.0,0.0,H,2022,1.0,2022-04-20,1.0,0.0,3,1.0,0.8,1.4,-0.5999999999999999,2022-04-20,0.0,1.0,0,2.2,2.8,1.4,1.4,3,1,-2,-1.2000000000000002,-1.9999999999999998,0.0
2022-04-20,03:00:00,Guadalajara,Tijuana,2.0,1.0,H,2022,3.0,2022-04-20,2.0,1.0,3,1.2,0.6,0.8,-0.20000000000000007,2022-04-20,1.0,2.0,0,0.8,0.8,2.2,-1.4000000000000001,1,2,1,0.3999999999999999,-0.20000000000000007,-1.4000000000000001
2022-04-20,03:00:00,Toluca FC,Juárez,0.0,1.0,A,2022,1.0,2022-04-20,0.0,1.0,0,0.4,0.2,2.0,-1.8,2022-04-20,1.0,0.0,3,0.4,0.8,1.8,-1.0,1,3,2,0.0,-0.6000000000000001,0.19999999999999996
2022-04-20,01:00:00,Necaxa,Tigres UANL,2.0,0.0,H,2022,2.0,2022-04-20,2.0,0.0,3,1.8,2.0,1.4,0.6000000000000001,2022-04-20,0.0,2.0,0,1.8,2.0,1.0,1.0,2,1,-1,0.0,0.0,0.3999999999999999
2022-04-20,01:00:00,Pachuca,Puebla,1.0,0.0,H,2022,1.0,2022-04-20,1.0,0.0,3,2.4,1.8,0.8,1.0,2022-04-20,0.0,1.0,0,1.0,1.2,1.4,-0.19999999999999996,1,2,1,1.4,0.6000000000000001,-0.5999999999999999
2022-04-21,03:06:00,Monterrey,Atlas,0.0,0.0,D,2022,0.0,2022-04-21,0.0,0.0,1,0.8,1.2,1.8,-0.6000000000000001,2022-04-21,0.0,0.0,1,0.6,0.4,0.8,-0.4,1,2,1,0.20000000000000007,0.7999999999999999,1.0
2022-04-21,01:00:00,Atlético de San Luis,Pumas UNAM,2.0,0.0,H,2022,2.0,2022-04-21,2.0,0.0,3,0.8,1.4,2.0,-0.6000000000000001,2022-04-21,0.0,2.0,0,1.0,1.0,1.2,-0.19999999999999996,3,2,-1,-0.19999999999999996,0.3999999999999999,0.8
2022-04-21,03:00:00,Club América,León,2.0,0.0,H,2022,2.0,2022-04-21,2.0,0.0,3,2.2,1.6,0.4,1.2000000000000002,2022-04-21,0.0,2.0,0,1.4,1.6,1.6,0.0,1,1,0,0.8000000000000003,0.0,-1.2000000000000002
2022-04-22,03:00:00,Querétaro,Cruz Azul,0.0,1.0,A,2022,1.0,2022-04-22,0.0,1.0,0,1.8,1.4,0.8,0.5999999999999999,2022-04-22,1.0,0.0,3,1.4,1.4,1.4,0.0,2,1,-1,0.40000000000000013,0.0,-0.5999999999999999
2022-04-23,01:00:00,Puebla,Necaxa,0.0,1.0,A,2022,1.0,2022-04-23,0.0,1.0,0,1.0,1.0,1.2,-0.19999999999999996,2022-04-23,1.0,0.0,3,2.4,2.4,1.2,1.2,2,2,0,-1.4,-1.4,0.0
2022-04-23,03:00:00,Juárez,Mazatlán FC,0.0,2.0,A,2022,2.0,2022-04-23,0.0,2.0,0,0.8,0.6,1.4,-0.7999999999999999,2022-04-23,2.0,0.0,3,1.6,1.0,0.8,0.19999999999999996,3,3,0,-0.8,-0.4,0.5999999999999999
2022-04-23,23:00:00,Pachuca,Monterrey,3.0,0.0,H,2022,3.0,2022-04-23,3.0,0.0,3,2.4,1.6,0.8,0.8,2022-04-23,0.0,3.0,0,1.0,1.2,1.4,-0.19999999999999996,1,1,0,1.4,0.40000000000000013,-0.5999999999999999
2022-04-24,01:00:00,Tigres UANL,Club América,0.0,2.0,A,2022,2.0,2022-04-24,0.0,2.0,0,1.8,1.6,0.8,0.8,2022-04-24,2.0,0.0,3,2.6,2.0,0.4,1.6,1,1,0,-0.8,-0.3999999999999999,0.4
2022-04-24,03:00:00,Guadalajara,Pumas UNAM,3.0,1.0,H,2022,4.0,2022-04-24,3.0,1.0,3,1.6,1.0,1.0,0.0,2022-04-24,1.0,3.0,0,1.0,0.8,1.2,-0.3999999999999999,1,2,1,0.6000000000000001,0.19999999999999996,-0.19999999999999996
2022-04-24,18:00:00,Toluca FC,Atlas,2.0,4.0,A,2022,6.0,2022-04-24,2.0,4.0,0,0.2,0.0,2.0,-2.0,2022-04-24,4.0,2.0,3,0.8,0.4,0.6,-0.19999999999999996,1,2,1,-0.6000000000000001,-0.4,1.4
2022-04-24,23:00:00,Cruz Azul,Atlético de San Luis,0.0,1.0,A,2022,1.0,2022-04-24,0.0,1.0,0,1.4,1.0,1.0,0.0,2022-04-24,1.0,0.0,3,1.4,1.6,1.6,0.0,1,3,2,0.0,-0.6000000000000001,-0.6000000000000001
2022-04-25,01:00:00,Santos Laguna,León,1.0,1.0,D,2022,2.0,2022-04-25,1.0,1.0,1,1.6,2.0,1.6,0.3999999999999999,2022-04-25,1.0,1.0,1,0.8,1.2,1.8,-0.6000000000000001,1,1,0,0.8,0.8,-0.19999999999999996
2022-04-25,03:06:00,Tijuana,Querétaro,2.0,2.0,D,2022,4.0,2022-04-25,2.0,2.0,1,0.6,0.6,2.2,-1.6,2022-04-25,2.0,2.0,1,1.2,1.0,1.0,0.0,2,2,0,-0.6,-0.4,1.2000000000000002
2022-04-30,01:00:00,Necaxa,Guadalajara,0.0,1.0,A,2022,1.0,2022-04-30,0.0,1.0,0,3.0,2.6,1.0,1.6,2022-04-30,1.0,0.0,3,2.0,1.4,1.0,0.3999999999999999,2,1,-1,1.0,1.2000000000000002,0.0
2022-04-30,03:05:00,Mazatlán FC,Puebla,2.0,1.0,H,2022,3.0,2022-04-30,2.0,1.0,3,2.2,1.2,0.4,0.7999999999999999,2022-04-30,1.0,2.0,0,0.8,0.8,1.2,-0.3999999999999999,3,2,-1,1.4000000000000001,0.3999999999999999,-0.7999999999999999
2022-04-30,23:00:00,Querétaro,Juárez,4.0,0.0,H,2022,4.0,2022-04-30,4.0,0.0,3,1.2,1.2,1.2,0.0,2022-04-30,0.0,4.0,0,0.8,0.6,1.2,-0.6,2,3,1,0.3999999999999999,0.6,0.0
2022-05-02,23:00:00,Necaxa,Pachuca,1.0,3.0,A,2022,4.0,2022-05-02,1.0,3.0,0,2.4,2.0,0.8,1.2,2022-05-02,3.0,1.0,3,2.4,1.6,0.8,0.8,2,1,-1,0.0,0.3999999999999999,0.0
2022-05-03,01:00:00,Necaxa,Toluca FC,0.0,1.0,A,2022,1.0,2022-05-03,0.0,1.0,0,1.8,1.6,1.2,0.40000000000000013,2022-05-03,1.0,0.0,3,0.2,0.4,2.2,-1.8000000000000003,2,1,-1,1.6,1.2000000000000002,-1.0000000000000002
2022-05-03,03:00:00,Juárez,León,0.0,1.0,A,2022,1.0,2022-05-03,0.0,1.0,0,0.8,0.6,1.8,-1.2000000000000002,2022-05-03,1.0,0.0,3,1.0,1.0,1.4,-0.3999999999999999,3,1,-2,-0.19999999999999996,-0.4,0.40000000000000013
2022-05-03,23:00:00,Querétaro,Atlas,0.0,3.0,A,2022,3.0,2022-05-03,0.0,3.0,0,1.6,1.8,1.0,0.8,2022-05-03,3.0,0.0,3,1.2,1.2,1.0,0.19999999999999996,2,2,0,0.40000000000000013,0.6000000000000001,0.0
2022-05-07,03:00:00,Pachuca,Querétaro,2.0,0.0,H,2022,2.0,2022-05-07,2.0,0.0,3,2.4,2.0,1.0,1.0,2022-05-07,0.0,2.0,0,1.0,1.4,1.4,0.0,1,2,1,1.4,0.6000000000000001,-0.3999999999999999
2022-05-08,03:00:00,Atlas,Querétaro,3.0,1.0,H,2022,4.0,2022-05-08,3.0,1.0,3,1.6,1.6,0.8,0.8,2022-05-08,1.0,3.0,0,0.8,1.2,1.6,-0.40000000000000013,2,2,0,0.8,0.40000000000000013,-0.8
2022-05-13,01:00:00,Cruz Azul,Tigres UANL,0.0,1.0,A,2022,1.0,2022-05-13,0.0,1.0,0,1.2,0.6,0.8,-0.20000000000000007,2022-05-13,1.0,0.0,3,1.2,1.2,1.2,0.0,1,1,0,0.0,-0.6,-0.3999999999999999
2022-05-13,03:05:00,Guadalajara,Atlas,1.0,2.0,A,2022,3.0,2022-05-13,1.0,2.0,0,2.4,1.6,1.0,0.6000000000000001,2022-05-13,2.0,1.0,3,2.0,2.2,1.0,1.2000000000000002,1,2,1,0.3999999999999999,-0.6000000000000001,0.0
2022-05-15,00:00:00,Club América,Puebla,3.0,2.0,H,2022,5.0,2022-05-15,3.0,2.0,3,3.0,2.4,0.4,2.0,2022-05-15,2.0,3.0,0,0.8,0.8,1.2,-0.3999999999999999,1,2,1,2.2,1.5999999999999999,-0.7999999999999999
2022-05-15,02:05:00,Pachuca,Atlético de San Luis,3.0,2.0,H,2022,5.0,2022-05-15,3.0,2.0,3,3.0,2.2,0.4,1.8000000000000003,2022-05-15,2.0,3.0,0,1.4,1.4,1.4,0.0,1,3,2,1.6,0.8000000000000003,-0.9999999999999999
2022-05-16,00:00:00,Atlas,Guadalajara,1.0,1.0,D,2022,2.0,2022-05-16,1.0,1.0,1,2.6,2.4,0.8,1.5999999999999999,2022-05-16,1.0,1.0,1,2.4,1.6,0.8,0.8,2,1,-1,0.20000000000000018,0.7999999999999998,0.0
2022-05-16,02:05:00,Tigres UANL,Cruz Azul,0.0,1.0,A,2022,1.0,2022-05-16,0.0,1.0,0,1.2,1.0,1.2,-0.19999999999999996,2022-05-16,1.0,0.0,3,0.6,0.2,0.8,-0.6000000000000001,1,1,0,0.6,0.8,0.3999999999999999
2022-05-19,03:00:00,Atlas,Tigres UANL,3.0,0.0,H,2022,3.0,2022-05-19,3.0,0.0,3,2.6,2.6,1.0,1.6,2022-05-19,0.0,3.0,0,1.2,0.8,1.0,-0.19999999999999996,2,1,-1,1.4000000000000001,1.8,0.0
2022-05-20,02:00:00,Club América,Pachuca,1.0,1.0,D,2022,2.0,2022-05-20,1.0,1.0,1,3.0,2.4,0.8,1.5999999999999999,2022-05-20,1.0,1.0,1,3.0,2.4,0.6,1.7999999999999998,1,1,0,0.0,0.0,0.20000000000000007
2022-05-22,02:00:00,Tigres UANL,Atlas,4.0,2.0,H,2022,6.0,2022-05-22,4.0,2.0,3,0.6,0.2,1.6,-1.4000000000000001,2022-05-22,2.0,4.0,0,2.6,2.4,0.6,1.7999999999999998,1,2,1,-2.0,-2.1999999999999997,1.0
2022-05-23,02:06:00,Pachuca,Club América,3.0,0.0,H,2022,3.0,2022-05-23,3.0,0.0,3,2.6,2.4,0.8,1.5999999999999999,2022-05-23,0.0,3.0,0,2.6,2.2,0.8,1.4000000000000001,1,1,0,0.0,0.19999999999999973,0.0
2022-05-27,03:00:00,Atlas,Pachuca,2.0,0.0,H,2022,2.0,2022-05-27,2.0,0.0,3,2.0,2.2,1.4,0.8000000000000003,2022-05-27,0.0,2.0,0,2.6,2.4,0.8,1.5999999999999999,2,1,-1,-0.6000000000000001,-0.19999999999999973,0.5999999999999999
2022-05-30,02:10:00,Pachuca,Atlas,2.0,1.0,H,2022,3.0,2022-05-30,2.0,1.0,3,2.0,1.8,1.0,0.8,2022-05-30,1.0,2.0,0,2.0,2.0,1.2,0.8,1,2,1,0.0,-0.19999999999999996,-0.19999999999999996
2022-06-02,01:00:00,Club América,Atlético de San Luis,2.0,3.0,A,2022,5.0,2022-06-02,2.0,3.0,0,2.0,1.6,1.2,0.40000000000000013,2022-06-02,3.0,2.0,3,1.4,1.6,1.6,0.0,1,3,2,0.6000000000000001,0.0,-0.40000000000000013
2022-06-02,03:06:00,Tijuana,Pumas UNAM,1.0,0.0,H,2022,1.0,2022-06-02,1.0,0.0,3,0.8,1.0,1.8,-0.8,2022-06-02,0.0,1.0,0,1.0,0.8,1.2,-0.3999999999999999,2,2,0,-0.19999999999999996,0.19999999999999996,0.6000000000000001
2022-06-02,22:00:00,Querétaro,Puebla,0.0,2.0,A,2022,2.0,2022-06-02,0.0,2.0,0,0.8,1.4,2.0,-0.6000000000000001,2022-06-02,2.0,0.0,3,0.6,0.8,1.4,-0.5999999999999999,2,2,0,0.20000000000000007,0.5999999999999999,0.6000000000000001
2022-06-03,01:06:00,Monterrey,Club América,2.0,1.0,H,2022,3.0,2022-06-03,2.0,1.0,3,1.0,0.6,1.2,-0.6,2022-06-03,1.0,2.0,0,1.4,1.6,1.8,-0.19999999999999996,1,1,0,-0.3999999999999999,-1.0,-0.6000000000000001
2022-06-03,03:00:00,Cruz Azul,Puebla,1.0,3.0,A,2022,4.0,2022-06-03,1.0,3.0,0,1.2,0.4,0.6,-0.19999999999999996,2022-06-03,3.0,1.0,3,0.6,1.0,1.4,-0.3999999999999999,1,2,1,0.6,-0.6,-0.7999999999999999
2022-06-03,03:00:00,Guadalajara,Santos Laguna,1.0,0.0,H,2022,1.0,2022-06-03,1.0,0.0,3,2.0,1.6,1.0,0.6000000000000001,2022-06-03,0.0,1.0,0,1.6,1.8,1.4,0.40000000000000013,1,1,0,0.3999999999999999,-0.19999999999999996,-0.3999999999999999
2022-06-08,03:05:00,Mazatlán FC,Guadalajara,2.0,1.0,H,2022,3.0,2022-06-08,2.0,1.0,3,2.6,1.4,0.4,0.9999999999999999,2022-06-08,1.0,2.0,0,2.0,1.4,0.8,0.5999999999999999,3,1,-2,0.6000000000000001,0.0,-0.4
2022-07-01,03:00:00,Atlético de San Luis,Pachuca,0.0,2.0,A,2022,2.0,2022-07-01,0.0,2.0,0,1.8,2.0,1.8,0.19999999999999996,2022-07-01,2.0,0.0,3,2.0,1.8,1.2,0.6000000000000001,3,1,-2,-0.19999999999999996,0.19999999999999996,0.6000000000000001
2022-07-02,00:00:00,Atlas,Santos Laguna,2.0,1.0,H,2022,3.0,2022-07-02,2.0,1.0,3,1.4,1.8,1.4,0.40000000000000013,2022-07-02,1.0,2.0,0,1.0,1.2,1.4,-0.19999999999999996,2,1,-1,0.3999999999999999,0.6000000000000001,0.0
2022-07-02,02:00:00,Tigres UANL,Mazatlán FC,4.0,3.0,H,2022,7.0,2022-07-02,4.0,3.0,3,1.2,1.0,1.6,-0.6000000000000001,2022-07-02,3.0,4.0,0,3.0,1.8,0.6,1.2000000000000002,1,3,2,-1.8,-0.8,1.0
2022-07-04,01:00:00,Toluca FC,Monterrey,2.0,2.0,D,2022,4.0,2022-07-04,2.0,2.0,1,0.8,0.6,1.6,-1.0,2022-07-04,2.0,2.0,1,1.4,1.0,1.4,-0.3999999999999999,1,1,0,-0.5999999999999999,-0.4,0.20000000000000018
2022-07-04,03:06:00,Tijuana,Atlético de San Luis,1.0,1.0,D,2022,2.0,2022-07-04,1.0,1.0,1,0.8,1.0,1.8,-0.8,2022-07-04,1.0,1.0,1,1.8,1.6,1.4,0.20000000000000018,2,3,1,-1.0,-0.6000000000000001,0.40000000000000013
2022-07-05,23:45:00,Cruz Azul,Necaxa,1.0,1.0,D,2022,2.0,2022-07-05,1.0,1.0,1,1.2,0.6,1.0,-0.4,2022-07-05,1.0,1.0,1,1.2,0.8,1.0,-0.19999999999999996,1,2,1,0.0,-0.20000000000000007,0.0
2022-07-08,22:00:00,Atlético de San Luis,Necaxa,1.0,2.0,A,2022,3.0,2022-07-08,1.0,2.0,0,1.4,1.4,1.6,-0.20000000000000018,2022-07-08,2.0,1.0,3,0.8,0.6,1.2,-0.6,3,2,-1,0.5999999999999999,0.7999999999999999,0.40000000000000013
2022-07-08,18:00:00,Toluca FC,Tijuana,3.0,1.0,H,2022,4.0,2022-07-08,3.0,1.0,3,0.8,1.0,2.0,-1.0,2022-07-08,1.0,3.0,0,1.0,1.2,1.6,-0.40000000000000013,1,2,1,-0.19999999999999996,-0.19999999999999996,0.3999999999999999
2022-07-08,01:05:00,Monterrey,León,5.0,1.0,H,2022,6.0,2022-07-08,5.0,1.0,3,1.0,0.8,1.6,-0.8,2022-07-08,1.0,5.0,0,1.4,0.8,1.0,-0.19999999999999996,1,1,0,-0.3999999999999999,0.0,0.6000000000000001
2022-07-08,03:05:00,Santos Laguna,Cruz Azul,4.0,0.0,H,2022,4.0,2022-07-08,4.0,0.0,3,0.4,0.6,1.2,-0.6,2022-07-08,0.0,4.0,0,0.8,0.6,1.2,-0.6,1,1,0,-0.4,0.0,0.0
2022-07-09,01:05:00,Santos Laguna,Necaxa,3.0,1.0,H,2022,4.0,2022-07-09,3.0,1.0,3,0.8,1.2,1.0,0.19999999999999996,2022-07-09,1.0,3.0,0,0.8,0.8,1.4,-0.5999999999999999,1,2,1,0.0,0.3999999999999999,-0.3999999999999999
2022-07-09,01:00:00,León,Juárez,1.0,0.0,H,2022,1.0,2022-07-09,1.0,0.0,3,0.8,0.6,1.8,-1.2000000000000002,2022-07-09,0.0,1.0,0,0.6,0.4,1.8,-1.4,1,3,2,0.20000000000000007,0.19999999999999996,0.0
2022-07-09,03:05:00,Monterrey,Cruz Azul,3.0,2.0,H,2022,5.0,2022-07-09,3.0,2.0,3,1.6,1.8,1.4,0.40000000000000013,2022-07-09,2.0,3.0,0,0.8,0.6,1.8,-1.2000000000000002,1,1,0,0.8,1.2000000000000002,-0.40000000000000013
2022-07-09,03:05:00,Club América,Atlético de San Luis,3.0,0.0,H,2022,3.0,2022-07-09,3.0,0.0,3,0.8,1.4,2.2,-0.8000000000000003,2022-07-09,0.0,3.0,0,0.8,1.4,2.0,-0.6000000000000001,1,3,2,0.0,0.0,0.20000000000000018
2022-07-14,03:00:00,Club América,Toluca FC,1.0,0.0,H,2022,1.0,2022-07-14,1.0,0.0,3,0.8,1.4,1.8,-0.40000000000000013,2022-07-14,0.0,1.0,0,1.4,1.6,1.6,0.0,1,1,0,-0.5999999999999999,-0.20000000000000018,0.19999999999999996
2022-07-16,01:00:00,Puebla,León,1.0,1.0,D,2022,2.0,2022-07-16,1.0,1.0,1,1.2,1.6,1.4,0.20000000000000018,2022-07-16,1.0,1.0,1,1.4,0.8,1.6,-0.8,2,1,-1,-0.19999999999999996,0.8,-0.20000000000000018
2022-07-16,03:05:00,Juárez,Querétaro,1.0,1.0,D,2022,2.0,2022-07-16,1.0,1.0,1,0.6,0.2,1.6,-1.4000000000000001,2022-07-16,1.0,1.0,1,0.6,1.0,2.0,-1.0,3,2,-1,0.0,-0.8,-0.3999999999999999
2022-07-16,23:00:00,Atlas,Cruz Azul,3.0,2.0,H,2022,5.0,2022-07-16,3.0,2.0,3,1.8,2.0,1.4,0.6000000000000001,2022-07-16,2.0,3.0,0,0.8,1.0,2.2,-1.2000000000000002,2,1,-1,1.0,1.0,-0.8000000000000003
2022-07-17,18:00:00,Pumas UNAM,Necaxa,1.0,0.0,H,2022,1.0,2022-07-17,1.0,0.0,3,0.8,0.6,1.2,-0.6,2022-07-17,0.0,1.0,0,0.8,1.0,1.8,-0.8,2,2,0,0.0,-0.4,-0.6000000000000001
2022-07-17,01:05:00,Santos Laguna,Guadalajara,1.0,1.0,D,2022,2.0,2022-07-17,1.0,1.0,1,1.4,1.8,1.0,0.8,2022-07-17,1.0,1.0,1,1.4,1.0,1.0,0.0,1,1,0,0.0,0.8,0.0
2022-07-17,23:00:00,Atlético de San Luis,Monterrey,0.0,1.0,A,2022,1.0,2022-07-17,0.0,1.0,0,0.8,1.0,2.0,-1.0,2022-07-17,1.0,0.0,3,2.0,2.4,1.8,0.5999999999999999,3,1,-2,-1.2,-1.4,0.19999999999999996
2022-07-18,01:00:00,Tigres UANL,Tijuana,1.0,0.0,H,2022,1.0,2022-07-18,1.0,0.0,3,1.8,1.8,1.8,0.0,2022-07-18,0.0,1.0,0,1.0,1.2,1.6,-0.40000000000000013,1,2,1,0.8,0.6000000000000001,0.19999999999999996
2022-07-19,01:00:00,Pachuca,Mazatlán FC,1.0,1.0,D,2022,2.0,2022-07-19,1.0,1.0,1,2.0,1.6,0.8,0.8,2022-07-19,1.0,1.0,1,2.4,2.0,1.2,0.8,1,3,2,-0.3999999999999999,-0.3999999999999999,-0.3999999999999999
2022-07-21,03:05:00,Guadalajara,León,0.0,0.0,D,2022,0.0,2022-07-21,0.0,0.0,1,1.0,1.0,1.2,-0.19999999999999996,2022-07-21,0.0,0.0,1,1.6,1.0,1.4,-0.3999999999999999,1,1,0,-0.6000000000000001,0.0,-0.19999999999999996
2022-07-22,03:00:00,Querétaro,Monterrey,0.0,3.0,A,2022,3.0,2022-07-22,0.0,3.0,0,0.2,0.4,2.2,-1.8000000000000003,2022-07-22,3.0,0.0,3,2.6,2.6,1.2,1.4000000000000001,2,1,-1,-2.4,-2.2,1.0000000000000002
2022-07-23,03:05:00,Necaxa,Juárez,1.0,0.0,H,2022,1.0,2022-07-23,1.0,0.0,3,0.8,0.8,1.4,-0.5999999999999999,2022-07-23,0.0,1.0,0,0.2,0.2,1.8,-1.6,2,3,1,0.6000000000000001,0.6000000000000001,-0.40000000000000013
2022-07-23,23:00:00,Toluca FC,Santos Laguna,2.0,1.0,H,2022,3.0,2022-07-23,2.0,1.0,3,1.4,1.6,1.6,0.0,2022-07-23,1.0,2.0,0,1.4,1.8,1.0,0.8,1,1,0,0.0,-0.19999999999999996,0.6000000000000001
2022-07-23,01:00:00,Mazatlán FC,Atlético de San Luis,1.0,1.0,D,2022,2.0,2022-07-23,1.0,1.0,1,2.0,2.0,1.4,0.6000000000000001,2022-07-23,1.0,1.0,1,0.2,0.4,1.8,-1.4,3,3,0,1.8,1.6,-0.40000000000000013
2022-07-24,02:05:00,Tijuana,Club América,2.0,0.0,H,2022,2.0,2022-07-24,2.0,0.0,3,1.0,1.0,1.4,-0.3999999999999999,2022-07-24,0.0,2.0,0,1.2,1.4,1.6,-0.20000000000000018,2,1,-1,-0.19999999999999996,-0.3999999999999999,-0.20000000000000018
2022-07-24,03:05:00,Tigres UANL,Atlas,2.0,0.0,H,2022,2.0,2022-07-24,2.0,0.0,3,1.8,1.8,1.8,0.0,2022-07-24,0.0,2.0,0,1.8,2.0,1.8,0.19999999999999996,1,2,1,0.0,-0.19999999999999996,0.0
2022-07-24,01:05:00,Cruz Azul,Puebla,2.0,2.0,D,2022,4.0,2022-07-24,2.0,2.0,1,0.2,1.2,2.8,-1.5999999999999999,2022-07-24,2.0,2.0,1,1.4,1.8,1.4,0.40000000000000013,1,2,1,-1.2,-0.6000000000000001,1.4
2022-07-25,01:00:00,Pachuca,Pumas UNAM,0.0,0.0,D,2022,0.0,2022-07-25,0.0,0.0,1,2.0,1.6,0.8,0.8,2022-07-25,0.0,0.0,1,1.2,0.8,1.2,-0.3999999999999999,1,2,1,0.8,0.8,-0.3999999999999999
2022-07-27,01:00:00,Atlas,Tijuana,1.0,2.0,A,2022,3.0,2022-07-27,1.0,2.0,0,1.8,1.6,1.4,0.20000000000000018,2022-07-27,2.0,1.0,3,1.4,1.0,1.0,0.0,2,2,0,0.40000000000000013,0.6000000000000001,0.3999999999999999
